Country,Year,manuf_pib,ind_pib,manuf_exp,hitech_exp_wdi,pesq_pm,rd_pct_wdi,deflator,artigos_se_nsf
Norway,2013,6.61997045955963,35.5581627446958,16.4515267829679,21.0205001240338,5605.02472,1.64216,96.6698842691854,10322.4
Norway,2014,6.77145597747606,33.9388344132412,17.6577857985519,22.3154505616718,5722.57126,1.70369,96.9927989289089,10554.7
Norway,2015,6.86959678594939,30.8523541633202,21.7932408053581,22.2637499039318,5929.85725,1.92351,94.4788407274485,10602.45
Norway,2016,6.53860465289637,27.7690672030503,22.9574940176279,20.9563395259628,6120.84923,2.03286,92.9428066464015,11289.44
Norway,2017,6.36964089916267,29.6642536595013,19.3682507838713,21.5970984465797,6396.1696,2.08168,96.6760113021208,11939.18
Norway,2018,6.01150571931844,31.7926103289636,16.6206398404421,21.1178200437435,6484.23611,2.03482,102.806547495637,12225.59
Norway,2019,6.14479469538793,28.9241714222194,19.7053755620261,22.4920145628444,6737.55318,2.13599,102.315346925374,12508.85
Norway,2020,6.43763409132964,26.0383204611214,22.2827470322649,22.0688842926826,6766.01432,2.24436,100,13284.78
Norway,2021,5.51381024832847,36.8554062435763,13.2286917307329,20.5863715899543,7228.72168,1.88764,119.532069390306,13802.78
Peru,2013,14.831406515612,33.8594367461678,14.7608343950417,5.00038314811373,,0.08174,119.087274201146,653.3
Peru,2014,13.9596976357841,31.701403934103,12.5424301299451,4.25218632647416,,0.10805,121.984001985842,732.42
Peru,2015,13.7880201715375,30.3378798708175,15.4730227980744,5.24340385328889,,0.11702,125.266007054835,881.39
Peru,2016,13.3440281131691,30.5565505783828,10.712082440255,4.79971259913924,,0.12008,129.125305783114,1048.57
Peru,2017,12.9708469176106,31.2978841231473,9.34304419149026,5.12232328639173,,0.12085,133.79403556878,1356.5
Peru,2018,13.1690240955292,31.6240835005495,9.38521692322064,4.68019992138913,,0.12683,136.841081428887,1642.77
